ID,タイトル
0000034177,男女（２区分）、職業（大分類）、従業上の地位（７区分）、就業時間（１０区分）、１５歳以上就業者数 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034178,男女（２区分）、職業（大分類）、従業上の地位（７区分）、平均週間就業時間・延べ週間就業時間 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034179,男女（２区分）、職業（大分類）、就業時間（１０区分）、１５歳以上就業者数 北海道の支庁・市区町村（人口５０万以上市区を除く）、全域・人口集中地区の別
0000034180,男女（２区分）、職業（大分類）、平均週間就業時間・延べ週間就業時間 北海道の支庁・市区町村（人口５０万以上市区を除く）、全域・人口集中地区の別
0000034181,夫の労働力状態（３区分）・職業（大分類）、妻の労働力状態（３区分）・職業（大分類）、夫婦数 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034182,男女（２区分）、職業（大分類）、６５歳以上年齢（５歳階級）、就業している高齢単身者数 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034183,配偶関係（２区分）、母（父）の年齢（５歳階級）、子供の数（３区分）、最年少の子供の年齢（８区分）、母子世帯数・世帯人員 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034184,配偶関係（２区分）、母（父）の年齢（５歳階級）、母子世帯の１世帯当たり子供の数 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034187,延べ面積（６区分）、住居の種類・住宅の所有の関係（７区分）、母子世帯数・世帯人員 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034188,住居の種類・住宅の所有の関係（７区分）、母子世帯の１世帯当たり人員 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034189,住居の種類・住宅の所有の関係（７区分）、１世帯当たり延べ面積、１人当たり延べ面積 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034190,労働力状態（３区分）・従業上の地位（６区分）、母（父）の年齢（５歳階級）、母子世帯数・世帯人員 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034191,職業（大分類）、母（父）の年齢（５歳階級）、母が就業している母子世帯数・世帯人員 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034192,配偶関係（２区分）、母（父）の年齢（５歳階級）、子供の数（３区分）、最年少の子供の年齢（８区分）、父子世帯数・世帯人員 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034193,配偶関係（２区分）、母（父）の年齢（５歳階級）、父子世帯の１世帯当たり子供の数 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034196,住居の種類・住宅の所有の関係（７区分）、父子世帯数・世帯人員・１世帯当たり人員 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034197,住居の種類・住宅の所有の関係（７区分）、１世帯当たり延べ面積、１人当たり延べ面積 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034198,労働力状態（３区分）・従業上の地位（６区分）、母（父）の年齢（５歳階級）、父子世帯数・世帯人員 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034200,世帯の家族類型（１６区分）、世帯の経済構成(１２区分）、一般世帯数・世帯人員・親族人員（３） 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034206,世帯の家族類型（１６区分）、従業・通学時の世帯の状況（１４区分）、住宅に住む一般世帯数 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0003000788,社会経済分類，年齢階級，男女別15歳以上人口 都道府県，人口50万以上の市区
0003010969,常住地による人口及び産業（新大分類）別15歳以上就業者数 全国，都道府県
0003010972,従業地・通学地による人口及び産業（新大分類）別15歳以上就業者数 全国，都道府県
0003407043,配偶関係（4区分），年齢（5歳階級），男女別15歳以上人口－全国（大正9年～平成17年）
0003407047,配偶関係（4区分），男女別15歳以上人口－全国＊，都道府県（平成7年～17年）
0003407431,労働力状態（8区分），年齢（5歳階級），男女別15歳以上人口－全国（平成7年～17年）
0003407691,年齢（5歳階級），男女別15歳以上労働力人口及び労働力率－全国＊，都道府県（平成7年～17年）
0003404863,全国，市部，郡部別面積，面積の割合及び人口密度（大正9年～平成17年）
0003408086,社会経済分類（21区分），年齢（5歳階級），男女別15歳以上人口－全国（平成7年～17年）
0003408156,社会経済分類（21区分），男女別15歳以上人口－全国，都道府県（平成7年～17年）
0003408172,常住地による従業地・通学地，年齢（5歳階級），男女別人口－全国（平成7年～17年）
0003033022,年齢(５歳階級)，男女，国籍(総数及び日本人)別人口，平均年齢及び年齢中位数 全国，全国市部，全国郡部，都道府県，都道府県市部，人口20万以上の市
0003033024,配偶関係(３区分)，年齢(５歳階級)，男女，国籍(総数及び日本人)別15歳以上人口 全国，全国市部，全国郡部，都道府県，都道府県市部，人口50万以上の市区
0003033026,労働力状態(８区分)(雇用者－特掲)，男女別15歳以上人口 全国，全国市部，全国郡部，都道府県，都道府県市部，人口50万以上の市区
0003033037,居住期間(６区分)，年齢(５歳階級)，男女別人口 全国，全国市部，全国郡部，都道府県，都道府県市部，人口50万以上の市区
0003033038,在学か否かの別・最終卒業学校の種類(６区分)，年齢(５歳階級)，男女別15歳以上人口 全国，全国市部，全国郡部，都道府県，都道府県市部，人口50万以上の市区
0003033047,常住地又は従業地・通学地による男女別人口及び産業(大分類)，男女別15歳以上就業者数 全国，都道府県，人口50万以上の市区
0003033053,現住都道府県による５年前の常住地(転出－特掲)，年齢(５歳階級)，男女別人口(転入) 人口50万以上の市
