ID,タイトル
0000030929,男女の別（性別）（２），世帯の家族類型（１９），年齢５歳階級（１７Ａ），配偶関係（５），２人以上の一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030930,男女の別（性別）（２），世帯の家族類型（１９），年齢５歳階級（１７Ａ），配偶関係（５），２人以上の一般世帯の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030931,世帯の経済構成（５），親族人員（８），親族就業者数（９），一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030932,世帯の経済構成（５），親族人員（８），一般世帯の１世帯当たり親族就業者数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030933,世帯の経済構成（５），親族就業者数（９），１世帯当たり親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030934,世帯の経済構成（５），親族人員（８），親族就業者数（９），一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030935,世帯の経済構成（５），親族人員１人（２），親族就業者数（９），普通世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030936,世帯の経済構成（５），親族人員１人（２），普通世帯１世帯当たり親族就業者数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030937,世帯の経済構成（５），親族人員１人（２），親族就業者数（９），普通世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030938,世帯の経済構成（１６），世帯の家族類型（２０），一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030939,世帯の経済構成（１６），世帯の家族類型（２０），一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030940,世帯の経済構成（１６），世帯の家族類型（２０），一般世帯の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030941,世帯の経済構成（１６），普通世帯・単独世帯（２），世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030942,世帯の経済構成（１６），普通世帯・単独世帯（２），世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030943,世帯の経済構成（１６），普通世帯・単独世帯（２），親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030944,世帯の経済構成（５１），一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030945,世帯の経済構成（５１），一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030946,世帯の経済構成（５１），一般世帯の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030947,世帯の経済構成（５１），一般世帯の１世帯当たり親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030948,世帯の経済構成（５１），普通世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030949,世帯の経済構成（５１），普通世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030950,世帯の経済構成（５１），普通世帯の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030951,世帯の経済構成（５１），普通世帯の１世帯当たり親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030952,世帯の家族類型（２０），社会経済分類（２３），一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030953,世帯の家族類型（２０），社会経済分類（２３），一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030954,世帯の家族類型（２０），社会経済分類（２３），一般世帯の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030955,世帯の家族類型（２０），社会経済分類（２３），一般世帯の親族就業者数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030956,世帯の家族類型（２０），社会経済分類（２３），一般世帯の１世帯当たり親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030957,世帯の家族類型（２０），社会経済分類（２３），一般世帯の１世帯当たり親族就業者数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030958,普通世帯・単独世帯（２），社会経済分類（２３），世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030959,普通世帯・単独世帯（２），社会経済分類（２３），親族就業者数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030960,世帯の経済構成（１６），社会経済分類（２３），一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030961,世帯の経済構成（１６），社会経済分類（２３），一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030962,世帯の経済構成（１６），社会経済分類（２３），一般世帯の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030963,世帯の経済構成（１６），社会経済分類（２３），一般世帯の親族就業者数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030964,世帯の経済構成（１６），社会経済分類（２３），普通世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030965,世帯の経済構成（１６），社会経済分類（２３），普通世帯の親族就業者数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030972,男女の別（性別）（３），世帯主との続き柄（３），労働力状態（７），親族人員（３），親族就業者数（４），一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030973,男女の別（性別）（３），世帯の経済構成（１６），一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030974,男女の別（性別）（３），世帯の経済構成（１６），労働力状態・産業大分類（１９），１５歳以上一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030975,男女の別（性別）（３），世帯の経済構成（１６），１５歳未満一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030976,男女の別（性別）（３），世帯の経済構成（１６），普通世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030977,男女の別（性別）（３），世帯の経済構成（１６），労働力状態・産業大分類（１９），１５歳以上普通世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030978,男女の別（性別）（３），世帯の経済構成（１６），１５歳未満普通世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030979,男女の別（性別）（３），世帯の経済構成（１６），職業大分類（１２），一般世帯の１５歳以上就業者数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030980,男女の別（性別）（３），世帯の経済構成（１６），職業大分類（１２），普通世帯の１５歳以上就業者数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000030981,親族人員（８），６歳未満親族の有無・人員（６），一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030982,親族人員（８），６歳未満の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030983,親族人員（８），一般世帯１世帯当たりの６歳未満親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030984,普通世帯・親族人員１人（２），６歳未満親族の有無・人員（６），普通世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030985,普通世帯・親族人員１人（２），６歳未満の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030986,普通世帯・親族人員１人（２），普通世帯１世帯当たりの６歳未満親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030987,親族人員（８），１８歳未満親族の有無・人員（７），一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030988,親族人員（８），１８歳未満の親族のみである一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030989,親族人員（８），１８歳未満の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030990,親族人員（８），一般世帯１世帯当たりの１８歳未満親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030991,普通世帯・親族人員１人（２），１８歳未満親族の有無・人員（７），普通世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030992,普通世帯・親族人員１人（２），１８歳未満の親族のみである普通世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030993,普通世帯・親族人員１人（２），１８歳未満の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030994,普通世帯・親族人員１人（２），普通世帯１世帯当たりの１８歳未満親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030995,親族人員（８），６５歳以上親族の有無・人員（６），一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030996,親族人員（８），６５歳以上の親族のみである一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030997,親族人員（８），６５歳以上の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030998,親族人員（８），一般世帯１世帯当たりの６５歳以上親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000030999,普通世帯・親族人員１人（２），６５歳以上親族の有無・人員（６），普通世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000031000,普通世帯・親族人員１人（２），６５歳以上の親族のみである普通世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000031001,普通世帯・親族人員１人（２），６５歳以上の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000031002,普通世帯・親族人員１人（２），普通世帯１世帯当たりの６５歳以上親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・県庁所在都市・人口３０万以上市，全域・人口集中地区の別
0000031003,世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），１８歳未満親族の有無・人員（７），親族世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031004,世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），１８歳未満の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031005,世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），１世帯当たりの１８歳未満親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031006,世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），１８歳未満親族の有無・人員（７），親族世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031007,世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），６５歳以上親族の有無・人員（６），親族世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031008,世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），６５歳以上の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031009,世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），１世帯当たりの６５歳以上親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031010,世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），６５歳以上親族の有無・人員（６），親族世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031011,世帯の家族類型（２０），６歳未満親族の有無・人員（６），一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031012,世帯の家族類型（２０），６歳未満の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031013,世帯の家族類型（２０），１世帯当たりの６歳未満親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031014,世帯の家族類型（２０），６歳未満親族の有無・人員（６），一般世帯人員， 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031015,世帯の家族類型（２０），６歳未満親族の有無・人員（６），親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031016,世帯の家族類型（２０），１８歳未満親族の有無・人員（７），一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031017,世帯の家族類型（２０），１８歳未満の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031018,世帯の家族類型（２０），１世帯当たりの１８歳未満親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031019,世帯の家族類型（２０），１８歳未満親族の有無・人員（７），一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031020,世帯の家族類型（２０），１８歳未満親族の有無・人員（７），親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031021,世帯の家族類型（２０），６５歳以上親族の有無・人員（６），一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031022,世帯の家族類型（２０），６５歳以上親族の有無・人員（６），一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031023,世帯の家族類型（２０），６５歳以上親族の有無・人員（６），親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031024,世帯の家族類型（２０），６５歳以上の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031025,世帯の家族類型（２０），１世帯当たりの６５歳以上親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031026,住宅の建て方（８），世帯の家族類型（２０），住宅の所有の関係（８），住宅に住む一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031027,住宅の建て方（８），世帯の家族類型（２０），住宅の所有の関係（８），住宅に住む一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031028,住宅の建て方（８），世帯の家族類型（２０），住宅の所有の関係（８），住宅に住む親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031029,世帯の家族類型（２０），１室当たり人員（１０），住宅に住む一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031030,世帯の家族類型（２０），１室当たり人員（１０），住宅に住む一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031031,１室当たり人員（１０），間借りの１人世帯の数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031032,世帯の家族類型（２０），居住室数（１１），住宅に住む一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031033,世帯の家族類型（２０），１世帯当たり人員・１世帯当たり室数・１世帯当たり畳数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031034,世帯の家族類型（２０），居住室数（１１），住宅に住む一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031035,居住室数（１１），間借りの１人世帯の数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031036,間借りの１人世帯の１世帯当たり人員・１世帯当たり室数・１世帯当たり畳数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031037,世帯の家族類型（２０），１人当たり畳数（１５），住宅に住む一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031038,１人当たり畳数（１５），間借りの１人世帯の数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031039,世帯の家族類型（２０），１人当たり畳数（１５），住宅に住む一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031040,住宅の建て方（８），世帯の経済構成（１６），住宅の所有の関係（９Ｂ），住宅に住む一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031041,住宅の建て方（８），世帯の経済構成（１６），住宅の所有の関係（８），住宅に住む一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031042,住宅の建て方（８），世帯の経済構成（１６），住宅の所有の関係（８），住宅に住む親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031043,住宅の所有の関係（８），世帯人員（８），世帯の経済構成（１６），住宅に住む一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031044,住宅の所有の関係（８），世帯の経済構成（１６），１世帯当たり人員・１世帯当たり室数・１世帯当たり畳数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031045,世帯の経済構成（１６），間借りの１人世帯の数・１世帯当たり室数・１世帯当たり畳数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031046,世帯の経済構成（１６），間借りの２人以上の世帯の数・１世帯当たり人員・１世帯当たり室数・１世帯当たり畳数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031047,住宅の所有の関係（８），世帯人員（８），世帯の経済構成（１６），住宅に住む一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031048,世帯の経済構成（１６），居住室数（１１），住宅に住む一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031049,世帯の経済構成（１６），居住室数（１１），住宅に住む一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031050,世帯の経済構成（１６），１人当たり畳数（１５），住宅に住む一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031051,１人当たり畳数（１５），間借りの１人世帯の数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031052,世帯の経済構成（１６），１人当たり畳数（１５），住宅に住む一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031053,世帯の経済構成（１６），１室当たり人員（１０），住宅に住む一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031054,１室当たり人員（１０），間借りの１人世帯の数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031055,世帯の経済構成（１６），１室当たり人員（１０），住宅に住む一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031056,住宅の所有の関係（８），世帯人員（８），社会経済分類（２３），住宅に住む一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031057,住宅の所有の関係（８），社会経済分類（２３），一般世帯の１世帯当たり人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031058,社会経済分類（２３），間借りの２人以上の世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031059,社会経済分類（２３），間借りの２人以上の世帯の１世帯当たり人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031060,住宅の所有の関係（８），世帯人員（８），社会経済分類（２３），住宅に住む一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031061,社会経済分類（２３），間借りの２人以上の世帯の世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031062,住宅の所有の関係（８），世帯人員（８），社会経済分類（２３），１世帯当たり室数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031063,社会経済分類（２３），間借りの２人以上の世帯の１世帯当たり室数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031064,住宅の所有の関係（８），世帯人員（８），社会経済分類（２３），１世帯当たり畳数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031065,社会経済分類（２３），間借りの２人以上の世帯の１世帯当たり畳数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031066,住宅の建て方（８），畳数（１６），居住室数（１１），住宅に住む主世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031067,住宅の建て方（８），畳数（１６），居住室数（１１），住宅に住む主世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031068,世帯の家族類型（４），夫の労働力状態（４），子供の数・年齢（２０），妻の労働力状態（４），夫婦のいる一般世帯数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031069,世帯の家族類型（４），夫の労働力状態（４），子供の数・年齢（２０），妻の労働力状態（４），夫婦のいる一般世帯人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031070,世帯の家族類型（４），夫の労働力状態（４），子供の数・年齢（２０），妻の労働力状態（４），夫婦のいる一般世帯の親族人員 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000031072,日本人女子の年齢各歳（６１），就業非就業・職業大分類（１３），同居児の年齢（１６），１５歳未満同居児数 都道府県（４７）・ＤＩＤ（都道府県）・市部・人口５０万以上の市，全域・人口集中地区の別
0000034161,配偶関係（４区分）、男女（２区分）、就業・非就業、年齢（各歳）、子との同居・非同居（３区分）、人口 全国、全域・人口集中地区の別
0000034162,配偶関係（４区分）、男女（２区分）、年齢（各歳）、親との同居・非同居（３区分）、人口 全国、全域・人口集中地区の別
0000034163,配偶関係（４区分）、男女（２区分）、就業・非就業、年齢（各歳）、親との同居・非同居（３区分）、人口 全国、全域・人口集中地区の別
0000034164,配偶関係（４区分）、男女（２区分）、親との同居・非同居（４区分）・親の年齢（５歳階級）、年齢（５歳階級）、人口 全国、全域・人口集中地区の別
0000034165,男女（２区分）、１５歳以上年齢（５歳階級）、職業（大分類）、就業の状態（４区分）、１５歳以上就業者数 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034166,男女（２区分）、１５歳以上年齢（５歳階級）、職業（大分類）、従業上の地位（７区分）、１５歳以上就業者数 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034167,男女（２区分）、１５歳以上年齢（５歳階級）、職業（大分類）、従業上の地位（７区分）、単独世帯・自衛隊営舎内居住者の単独有配偶者数 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034168,男女（２区分）、職業（大分類）、従業上の地位（７区分）、１５歳以上就業者数 北海道の支庁・市区町村（人口５０万以上市区を除く）、全域・人口集中地区の別
0000034169,配偶関係（３区分）、男女（２区分）、１５歳以上年齢（５歳階級）、職業（大分類）、１５歳以上就業者数 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034170,配偶関係（３区分）、職業（大分類）、男女（２区分）、平均年齢 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034171,配偶関係（３区分）、男女（２区分）、１５歳以上年齢（５歳階級）、職業（大分類）、１５歳以上就業者数（日本人） 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034172,配偶関係（３区分）、職業（大分類）、男女（２区分）、平均年齢 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034173,男女（２区分）、１５歳以上年齢（５歳階級）、職業（大分類）、１５歳以上就業者数 北海道の支庁・市区町村（人口５０万以上市区を除く）、全域・人口集中地区の別
0000034174,職業（大分類）、男女（２区分）、平均年齢 北海道の支庁・市区町村（人口５０万以上市区を除く）、全域・人口集中地区の別
0000034175,男女（２区分）、１５歳以上年齢（５歳階級）、産業（大分類A）、職業（大分類）、１５歳以上就業者数 都道府県・人口５０万以上の市区、全域・人口集中地区の別
0000034176,男女（２区分）、産業（大分類A）、職業（大分類）、１５歳以上就業者数 北海道の支庁・市区町村（人口５０万以上市区を除く）、全域・人口集中地区の別
